epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,481.67,100.11,709.45,99.99,605289,102,3,1,1,64
1,480.38,99.97,708.23,99.9,605289,102,3,1,1,64
2,479.4,99.86,707.16,99.82,605289,102,3,1,1,64
3,478.45,99.75,706.11,99.75,605289,102,3,1,1,64
4,477.44,99.64,705.0,99.66,605289,102,3,1,1,64
5,476.25,99.5,703.81,99.58,605289,102,3,1,1,64
6,475.18,99.38,702.5,99.48,605289,102,3,1,1,64
7,473.55,99.19,701.04,99.38,605289,102,3,1,1,64
8,471.63,98.96,699.38,99.26,605289,102,3,1,1,64
9,469.52,98.71,697.46,99.12,605289,102,3,1,1,64
10,467.44,98.45,695.25,98.96,605289,102,3,1,1,64
11,464.58,98.12,692.67,98.77,605289,102,3,1,1,64
12,461.5,97.73,689.65,98.55,605289,102,3,1,1,64
13,457.27,97.21,686.09,98.29,605289,102,3,1,1,64
14,453.33,96.68,681.93,97.98,605289,102,3,1,1,64
15,448.34,96.07,676.99,97.62,605289,102,3,1,1,64
16,439.86,95.03,671.07,97.19,605289,102,3,1,1,64
17,433.07,94.14,663.96,96.66,605289,102,3,1,1,64
18,421.97,92.68,655.42,96.03,605289,102,3,1,1,64
19,409.96,91.05,645.21,95.27,605289,102,3,1,1,64
20,398.66,89.58,633.03,94.35,605289,102,3,1,1,64
21,385.98,87.73,618.58,93.25,605289,102,3,1,1,64
22,370.45,85.69,601.56,91.93,605289,102,3,1,1,64
23,351.15,82.75,581.72,90.37,605289,102,3,1,1,64
24,332.98,80.09,558.91,88.55,605289,102,3,1,1,64
