epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,37.82,99.66,35.33,99.64,601006,103,3,1,1,64
1,37.49,99.15,35.08,99.28,601006,103,3,1,1,64
2,37.07,98.55,34.78,98.86,601006,103,3,1,1,64
3,36.7,97.97,34.46,98.41,601006,103,3,1,1,64
4,36.25,97.31,34.1,97.89,601006,103,3,1,1,64
5,35.62,96.49,33.69,97.3,601006,103,3,1,1,64
6,34.98,95.75,33.21,96.61,601006,103,3,1,1,64
7,34.28,94.83,32.66,95.82,601006,103,3,1,1,64
8,33.36,93.72,32.03,94.89,601006,103,3,1,1,64
9,32.19,92.55,31.3,93.81,601006,103,3,1,1,64
10,31.6,91.43,30.43,92.51,601006,103,3,1,1,64
11,29.74,89.69,29.4,90.95,601006,103,3,1,1,64
12,28.2,87.86,28.19,89.07,601006,103,3,1,1,64
13,26.53,86.11,26.75,86.8,601006,103,3,1,1,64
14,24.96,83.7,25.06,84.04,601006,103,3,1,1,64
15,22.11,80.3,23.07,80.66,601006,103,3,1,1,64
16,20.19,77.35,20.76,76.52,601006,103,3,1,1,64
17,17.93,73.46,18.12,71.45,601006,103,3,1,1,64
18,15.35,68.88,15.17,65.28,601006,103,3,1,1,64
19,13.29,64.66,12.0,57.79,601006,103,3,1,1,64
20,10.99,60.89,8.78,48.88,601006,103,3,1,1,64
21,9.49,58.08,5.81,38.59,601006,103,3,1,1,64
22,8.42,57.33,3.44,27.83,601006,103,3,1,1,64
23,8.29,56.29,1.94,20.56,601006,103,3,1,1,64
24,8.21,57.23,1.34,17.56,601006,103,3,1,1,64
